Record_number,Biome2,Ecosystem_type2,altitude,SOC_stock,Study_midyear,YearsOfData,Lat,Lon,Site,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_state,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Rh_annual,Ra_annual,Site.match,Mean.Temp.,delta.Mean.Temp.,Mean.Precip.,delta.Mean.Precip.,Latitude2,Outlier_rh,Outlier_ra
279,Temperate,Forest,100,121,2004.5,1.5,45.25,127.75,45.25 127.75,45.37,127.53,45.37 127.53,3653,300,Temperate,Natural,Deciduous Forest,Deciduous,2.8,700,IRGA,Exclusion,Mature,781,245,536,45.25 127.75,-0.644444444,-4.055277778,41.83888889,-162.6933333,45.37,0,0
4485,Temperate,Forest,357,121,2006.5,2,54.25,-114.25,54.25 -114.25,54.2,-114.1333333,54.2 -114.1333333,6034,357,Temperate,Managed,Deciduous Forest,Deciduous,3,463,IRGA,Exclusion,Aggrading,707,177,530,54.25 -114.25,3.120833333,0.571666667,39.60416667,34.07666667,54.2,0,0
276,Temperate,Forest,300,121,2004.5,1.5,45.25,127.75,45.25 127.75,45.37,127.53,45.37 127.53,3653,300,Temperate,Natural,Deciduous Forest,Deciduous,2.8,700,IRGA,Exclusion,Mature,785,261,524,45.25 127.75,-0.644444444,-4.055277778,41.83888889,-162.6933333,45.37,0,0
5270,Temperate,Grassland,304,88,2012,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,304,Temperate,Natural,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,997,519,519,34.75 -97.75,17.88333333,1.823055556,70.33333333,-114.1333333,34.98166667,0,0
4484,Temperate,Forest,357,121,2006.5,2,54.25,-114.25,54.25 -114.25,54.2,-114.1333333,54.2 -114.1333333,6034,357,Temperate,Managed,Deciduous Forest,Deciduous,3,463,IRGA,Exclusion,Aggrading,698,181,517,54.25 -114.25,3.120833333,0.571666667,39.60416667,34.07666667,54.2,0,0
4271,Temperate,Forest,76,121,2005,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Natural,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,980,474,506,51.25 10.25,7.133333333,-0.244722222,60.90833333,18.78333333,51.07944444,0,0
5268,Temperate,Grassland,357,88,2010,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,357,Temperate,Natural,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1256,500,500,34.75 -97.75,15.05833333,-1.001944444,78.15,-20.33333333,34.98166667,0,0
149,Temperate,Forest,44,121,2000,1,42.25,11.75,42.25 11.75,42.4,11.92,42.4 11.92,2129,140,Temperate,Managed,Deciduous Forest,Deciduous,14,755,IRGA,Exclusion,Mature,1097,604,494,42.25 11.75,16.54166667,0.510833333,70.00833333,75.64333333,42.4,0,0
174,Boreal,Forest,1500,121,1994,1,53.75,-106.25,53.75 -106.25,53.63,-106.2,53.63 -106.2,1382,1500,Boreal,Natural,Deciduous Forest,Deciduous,0.5,406,IRGA,Subtraction,Mature,905,362,543,53.75 -106.25,-0.7,-1.205277778,41.76666667,55.35333333,53.63,0,1
3988,Tropical,Forest,32,122,2003.5,2,10.25,-83.75,10.25 -83.75,10.43333333,-83.98333333,10.43333333 -83.98333333,5516,71,Tropical,Managed,Evergreen Forest,Evergreen,25.8,3960,IRGA,,Aggrading,1354,594,760,10.25 -83.75,27.62083333,0.508611111,347.6541667,-346.1,10.43333333,0,0
1086,Tropical,Savanna,217,47,1999.5,2.3,-12.25,131.25,-12.25 131.25,12.47,131.13,-12.47 131.13,2241,217,Tropical,Natural,Savanna,Evergreen,31.5,1700,IRGA,Extraction,Mature,1430,720,710,-12.25 131.25,26.98928571,-0.402103175,150.025,152.3366667,-12.47,0,0
2274,Tropical,Forest,329.8,122,2004.5,1,-1.75,-51.25,-53,1.72,-51.46,-53.18,3983,329.8,Tropical,Natural,Evergreen Forest,Evergreen,27.50833333,2500,IRGA,Extraction,Mature,1300,600,700,-53,27.50833333,-0.120555556,177.2083333,-155.6433333,-1.72,0,0
2275,Tropical,Forest,85,122,2004.5,1,-1.75,-51.25,-53,1.72,-51.46,-53.18,3983,85,Tropical,Natural,Evergreen Forest,Evergreen,27.50833333,2500,IRGA,Extraction,Mature,1300,600,700,-53,27.50833333,-0.120555556,177.2083333,-155.6433333,-1.72,0,0
4319,Tropical,Forest,390,122,2008,2,-13.25,-71.75,-85,13.04777778,-71.54277778,-84.59055556,5766,1500,Tropical,Natural,Evergreen Forest,Evergreen,9.1625,922.55,IRGA,Exclusion,Mature,1344,693,651,-85,9.1625,-0.264166667,76.87916667,-90.93333333,-13.04777778,0,0
5285,Tropical,Forest,462.2,121,2011,1,4.75,11.75,4.75 11.75,4.566666667,11.9,4.566666667 11.9,7553,100,Tropical,Managed,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Mature,1920,1270,650,4.75 11.75,24.33333333,-0.002777778,91.00833333,-300.1033333,4.566666667,0,0
4755,Tropical,Grassland,357,88,2007,1.5,-4.25,11.75,-4.25 11.75,4.289166667,11.65641667,-4.289166667 11.65641667,6247,80,Tropical,Unmanaged,Grassland,Deciduous,25,1200,IRGA,Other,Mature,1084,437,648,-4.25 11.75,26.02777778,0.036388889,91.66111111,-162.88,-4.289166667,0,0
5910,Tropical,Forest,22,122,2010.5,2.5,-3.75,-73.25,-77,3.95,-73.43,-77.38,8698,145,Tropical,Natural,Evergreen Forest,Evergreen,26.09333333,1816.36,IRGA,Exclusion,Mature,1818,1180,638,-77,26.09333333,0.226944444,151.3633333,-1076.996667,-3.95,0,0
5777,Temperate,Forest,1750,122,2008.5,1,58.25,12.25,58.25 12.25,58.38,12.15,58.38 12.15,7237,1750,Temperate,Unmanaged,Evergreen Forest,Evergreen,6.2,785,IRGA,Exclusion,Mature,1300,810,490,58.25 12.25,8.066666667,0.689722222,86.05,205.73,58.38,0,0
278,Temperate,Forest,1850,121,2004.5,1.5,45.25,127.75,45.25 127.75,45.37,127.53,45.37 127.53,3653,300,Temperate,Natural,Deciduous Forest,Deciduous,2.8,700,IRGA,Exclusion,Mature,786,301,485,45.25 127.75,-0.644444444,-4.055277778,41.83888889,-162.6933333,45.37,0,0
4266,Temperate,Forest,300,121,2000,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Natural,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,914,432,482,51.25 10.25,8.658333333,1.280277778,62.275,35.18333333,51.07944444,0,0
5284,Tropical,Forest,22,121,2011,1,4.75,11.75,4.75 11.75,4.566666667,11.9,4.566666667 11.9,7553,100,Tropical,Managed,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Mature,1660,1030,630,4.75 11.75,24.33333333,-0.002777778,91.00833333,-300.1033333,4.566666667,0,0
5271,Temperate,Grassland,462.2,88,2010,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,462.2,Temperate,Natural,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1566,481,481,34.75 -97.75,15.05833333,-1.001944444,78.15,-20.33333333,34.98166667,0,0
2134,Temperate,Forest,329.8,121,2000.5,2,36.25,137.25,36.25 137.25,36.13,137.43,36.13 137.43,3017,1430,Temperate,Natural,Deciduous Forest,Deciduous,6.1,2175,IRGA,Exclusion,Aggrading,1060,580,480,36.25 137.25,10.34166667,0.095833333,144.7541667,-23.04333333,36.13,0,0
5525,Temperate,Forest,357,121,2011,1,-34.25,-71.25,-105.5,34.13,-71.05,-105.18,8319,357,Mediterranean,Natural,Deciduous Forest,Deciduous,14.9,503,IRGA,Regression,Mature,1111,633,478,-105.5,14.55,0.7925,27.725,-244.8166667,-34.13,0,0
2311,Temperate,Forest,380,121,2004.5,2,45.75,-84.75,45.75 -84.75,45.59,-84.72,45.59 -84.72,3845,380,Temperate,Natural,Deciduous Forest,Deciduous,5.5,817,IRGA,Extraction,Mature,930,456,474,45.75 -84.75,6.0125,-0.068333333,64.87083333,36.42,45.59,0,0
5914,Tropical,Forest,126,122,2010.5,3,-13.25,-71.75,-85,13.047,-71.542,-84.589,8700,1750,Tropical,Natural,Evergreen Forest,Evergreen,17.4,5302,IRGA,Exclusion,Mature,1047,437,610,-85,9.677777778,0.251111111,83.575,-10.58333333,-13.047,0,0
5265,Temperate,Grassland,304,88,2010,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,304,Temperate,Natural,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1223,759,464,34.75 -97.75,15.05833333,-1.001944444,78.15,-20.33333333,34.98166667,0,0
5272,Temperate,Grassland,171,88,2011,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,171,Temperate,Natural,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1173,462,462,34.75 -97.75,16.80833333,0.748055556,54.025,-309.8333333,34.98166667,0,0
4268,Temperate,Forest,2180,121,2002,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Natural,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,889,430,459,51.25 10.25,8.341666667,0.963611111,66.3,83.48333333,51.07944444,0,0
137,Temperate,Forest,1300,121,2004,1,45.75,-84.75,45.75 -84.75,45.59,-84.72,45.59 -84.72,3845,1300,Temperate,Natural,Deciduous Forest,Deciduous,5.5,817,IRGA,Extraction,Mature,930,474,456,45.75 -84.75,5.833333333,-0.2475,72.3,125.57,45.59,0,0
6006,Temperate,Forest,591,121,2010.5,1,57.25,26.75,57.25 26.75,57.13,26.93,57.13 26.93,9844,591,Temperate,Natural,Deciduous Forest,Deciduous,4.991666667,818.4,IRGA,Exclusion,Mature,817,361,456,57.25 26.75,4.991666667,-0.796111111,68.2,134.0033333,57.13,0,0
4273,Temperate,Forest,45,121,2007,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Natural,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,951,497,454,51.25 10.25,9.291666667,1.913611111,62.925,42.98333333,51.07944444,0,0
136,Temperate,Forest,179,121,2004,1,45.75,-84.75,45.75 -84.75,45.59,-84.72,45.59 -84.72,3845,179,Temperate,Natural,Deciduous Forest,Deciduous,5.5,817,IRGA,Extraction,Mature,1090,643,447,45.75 -84.75,5.833333333,-0.2475,72.3,125.57,45.59,0,0
5529,Temperate,Forest,1400,121,2012,1,-34.25,-71.25,-105.5,34.13,-71.05,-105.18,8319,1400,Mediterranean,Natural,Deciduous Forest,Deciduous,14.9,503,IRGA,Regression,Mature,1034,589,445,-105.5,15.575,1.8175,37.50833333,-127.4166667,-34.13,0,0
4267,Temperate,Forest,250,121,2001,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Natural,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,850,408,442,51.25 10.25,7.8,0.421944444,55.1,-50.91666667,51.07944444,0,0
4876,Temperate,Forest,4.8,121,2009,1,51.25,-0.75,51.25 -0.75,51.16666667,-0.85,51.16666667 -0.85,6334,80,Temperate,Natural,Deciduous Forest,Deciduous,9.4,780,IRGA,Exclusion,Mature,760,320,441,51.25 -0.75,9.966666667,-0.64,46.64166667,-71.60666667,51.16666667,0,0
5587,Temperate,Forest,258.6,121,2008,2,45.75,-90.75,45.75 -90.75,45.62333333,-90.79666667,45.62333333 -90.79666667,6896,258.6,Temperate,Natural,Deciduous Forest,Deciduous,4.833333333,723.75,IRGA,Mass balance,Mature,1018,582,436,45.75 -90.75,4.833333333,-0.301944444,60.3125,-82.61666667,45.62333333,0,0
2803,Temperate,Grassland,175.3,88,2004,1,54.25,37.25,54.25 37.25,54.13,37.1,54.13 37.1,3921,175.3,Temperate,Unmanaged,Grassland,Deciduous,5.5,670,Gas Chromatography,Extraction,Aggrading,845,411,434,54.25 37.25,5.75,0.048888889,53.85833333,27.76666667,54.13,0,0
280,Temperate,Forest,680,122,2004.5,1.5,45.25,127.75,45.25 127.75,45.37,127.53,45.37 127.53,3653,300,Temperate,Natural,Evergreen Forest,Evergreen,2.8,700,IRGA,Exclusion,Mature,514,89,425,45.25 127.75,-0.644444444,-4.055277778,41.83888889,-162.6933333,45.37,0,0
2308,Temperate,Forest,800,121,2004.5,2,45.75,-84.75,45.75 -84.75,45.59,-84.72,45.59 -84.72,3845,800,Temperate,Natural,Deciduous Forest,Deciduous,5.5,817,IRGA,Extraction,Aggrading,782,360,422,45.75 -84.75,6.0125,-0.068333333,64.87083333,36.42,45.59,0,0
1429,Temperate,Forest,310,122,2004.5,1.3,49.75,-125.25,49.75 -125.25,49.85,-125.32,49.85 -125.32,3927,320,Temperate,Natural,Evergreen Forest,Evergreen,8.6,1452,IRGA,Exclusion,Mature,1200,780,420,49.75 -125.25,3.975,-1.137222222,122.8375,-13.56666667,49.85,0,0
2273,Tropical,Forest,219,122,2004.5,1,-1.75,-51.25,-53,1.72,-51.46,-53.18,3983,219,Tropical,Natural,Evergreen Forest,Evergreen,27.50833333,2500,IRGA,Extraction,Mature,1300,700,600,-53,27.50833333,-0.120555556,177.2083333,-155.6433333,-1.72,0,0
