Record_number,Biome2,altitude,SOC_content,Outlier,SOC_stock,Ecosystem_type2,Study_midyear,YearsOfData,Lat,Lon,Site,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_state,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Site.match,Mean.Temp.,delta.Mean.Temp.,Mean.Precip.,delta.Mean.Precip.,Latitude2
4103,Temperate,863,44,0,200,Forest,2007,1,36.25,137.25,36.25 137.25,36.13333333,137.3666667,36.13333333 137.3666667,5522,800,Temperate,Managed,Evergreen Forest,Evergreen,10.6,1734,IRGA,Extraction,Mature,680,36.25 137.25,10.59166667,0.345833333,1837.2,77.10666667,36.13333333
4104,Temperate,415,107,0,124,Forest,2007.5,2,37.75,127.25,37.75 127.25,37.78361111,127.1769444,37.78361111 127.1769444,5521,430,Temperate,Natural,Evergreen Forest,Evergreen,11.3,1518,IRGA,,Mature,621,37.75 127.25,9.6875,0.106111111,1365.6,-48.09,37.78361111
4105,Temperate,415,107,0,124,Forest,2007.5,2,37.75,127.25,37.75 127.25,37.78361111,127.1769444,37.78361111 127.1769444,5521,430,Temperate,Natural,Evergreen Forest,Evergreen,11.3,1518,IRGA,,Mature,745,37.75 127.25,9.6875,0.106111111,1365.6,-48.09,37.78361111
4106,Temperate,415,107,0,124,Forest,2007.5,2,37.75,127.25,37.75 127.25,37.78361111,127.1769444,37.78361111 127.1769444,5521,430,Temperate,Natural,Evergreen Forest,Evergreen,11.3,1518,IRGA,,Mature,696,37.75 127.25,9.6875,0.106111111,1365.6,-48.09,37.78361111
4107,Temperate,965,107,0,217,Forest,2005,1,36.25,137.25,36.25 137.25,36.12,137.3833333,36.12 137.3833333,5520,1160,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.3,2400,IRGA,Extraction,Aggrading,655,36.25 137.25,10.53333333,0.2875,1783.9,23.80666667,36.12
4108,Temperate,965,21,0,217,Forest,2006,1,36.25,137.25,36.25 137.25,36.12,137.3833333,36.12 137.3833333,5520,1160,Temperate,Unmanaged,Deciduous Forest,Deciduous,7.3,2400,IRGA,Extraction,Aggrading,709,36.25 137.25,9.7,-0.545833333,1758.9,-1.193333328,36.12
4109,Temperate,741,18,0,153,Forest,2004,3,42.25,128.25,42.25 128.25,42.4,128.1,42.4 128.1,5458,748,Temperate,Natural,Evergreen Forest,Evergreen,3.6,705,IRGA,,Mature,935.4,42.25 128.25,2.244444444,-0.013888889,741.6,8.570000004,42.4
4110,Temperate,741,18,0,153,Forest,2004,3,42.25,128.25,42.25 128.25,42.4,128.1,42.4 128.1,5458,746,Temperate,Unmanaged,Deciduous Forest,Deciduous,3.6,705,IRGA,,Mature,1477.9,42.25 128.25,2.244444444,-0.013888889,741.6,8.570000004,42.4
4111,Temperate,741,18,0,153,Forest,2004,3,42.25,128.25,42.25 128.25,42.4,128.1,42.4 128.1,5458,674,Temperate,Managed,Deciduous Forest,Deciduous,3.6,705,IRGA,,Aggrading,830.7,42.25 128.25,2.244444444,-0.013888889,741.6,8.570000004,42.4
4112,Boreal,1402.3,8,0,70,Grassland,2005,1,43.75,116.75,43.75 116.75,43.5125,116.8272222,43.5125 116.8272222,5470,1343,Boreal,Natural,Grassland,Deciduous,-1.4,450,IRGA,,Mature,299.24,43.75 116.75,2.025,-0.493055556,343.1,11.41666667,43.5125
4113,Boreal,1152.3,8,0,57,Grassland,2005,1,43.75,116.75,43.75 116.75,43.58888889,116.5541667,43.58888889 116.5541667,5470,1130,Boreal,Natural,Grassland,Deciduous,-1.4,450,IRGA,,Mature,226.99,43.75 116.75,2.025,-0.493055556,343.1,11.41666667,43.58888889
4114,Boreal,990.3,8,0,49,Grassland,2005,1,44.25,115.75,44.25 115.75,44.08666667,115.9044444,44.08666667 115.9044444,5470,970,Boreal,Natural,Grassland,Deciduous,-1.4,450,IRGA,,Mature,131.55,44.25 115.75,2.266666667,-0.514722222,275.3,-8.169999996,44.08666667
4115,Boreal,1402.3,5,0,70,Grassland,2006,1,43.75,116.75,43.75 116.75,43.5125,116.8272222,43.5125 116.8272222,5470,1343,Boreal,Natural,Grassland,Deciduous,-1.4,450,IRGA,,Mature,240.44,43.75 116.75,2.466666667,-0.051388889,225.4,-106.2833333,43.5125
4116,Boreal,1152.3,8,0,57,Grassland,2006,1,43.75,116.75,43.75 116.75,43.58888889,116.5541667,43.58888889 116.5541667,5470,1130,Boreal,Natural,Grassland,Deciduous,-1.4,450,IRGA,,Mature,150.62,43.75 116.75,2.466666667,-0.051388889,225.4,-106.2833333,43.58888889
4117,Boreal,990.3,25,0,49,Grassland,2006,1,44.25,115.75,44.25 115.75,44.08666667,115.9044444,44.08666667 115.9044444,5470,970,Boreal,Natural,Grassland,Deciduous,-1.4,450,IRGA,,Mature,111.31,44.25 115.75,2.666666667,-0.114722222,166.6,-116.87,44.08666667
4118,Boreal,1402.3,2,0,70,Grassland,2007,1,43.75,116.75,43.75 116.75,43.5125,116.8272222,43.5125 116.8272222,5470,1343,Boreal,Natural,Grassland,Deciduous,-1.4,450,IRGA,,Mature,223.62,43.75 116.75,3.533333333,1.015277778,252.3,-79.38333334,43.5125
4119,Boreal,1152.3,11,0,57,Grassland,2007,1,43.75,116.75,43.75 116.75,43.58888889,116.5541667,43.58888889 116.5541667,5470,1130,Boreal,Natural,Grassland,Deciduous,-1.4,450,IRGA,,Mature,176.84,43.75 116.75,3.533333333,1.015277778,252.3,-79.38333334,43.58888889
4120,Boreal,990.3,9,0,49,Grassland,2007,1,44.25,115.75,44.25 115.75,44.08666667,115.9044444,44.08666667 115.9044444,5470,970,Boreal,Natural,Grassland,Deciduous,-1.4,450,IRGA,,Mature,125.69,44.25 115.75,3.691666667,0.910277778,256.7,-26.77,44.08666667
4121,Temperate,443.2,115,0,93,Grassland,1997.5,1,39.25,-96.75,39.25 -96.75,39.08222222,-96.56027778,39.08222222 -96.56027778,5322,439,Temperate,Natural,Grassland,Deciduous,11.98333333,856,IRGA,,Mature,1354,39.25 -96.75,11.98333333,-0.690833333,701.8,-101.2866667,39.08222222
4122,Temperate,443.2,28,0,93,Grassland,1997.5,1,39.25,-96.75,39.25 -96.75,39.08222222,-96.56027778,39.08222222 -96.56027778,5322,439,Temperate,Natural,Grassland,Deciduous,11.98333333,856,IRGA,,Mature,1185,39.25 -96.75,11.98333333,-0.690833333,701.8,-101.2866667,39.08222222
4123,Temperate,443.2,16,0,93,Grassland,1998.5,1,39.25,-96.75,39.25 -96.75,39.08222222,-96.56027778,39.08222222 -96.56027778,5322,439,Temperate,Natural,Grassland,Deciduous,13.21666667,856,IRGA,,Mature,1666,39.25 -96.75,13.21666667,0.5425,1001.8,198.7133333,39.08222222
4124,Temperate,443.2,16,0,93,Grassland,1998.5,1,39.25,-96.75,39.25 -96.75,39.08222222,-96.56027778,39.08222222 -96.56027778,5322,439,Temperate,Natural,Grassland,Deciduous,13.21666667,856,IRGA,,Mature,1495,39.25 -96.75,13.21666667,0.5425,1001.8,198.7133333,39.08222222
4125,Temperate,187.1,16,0,73,Forest,2004.5,3,39.25,-78.25,39.25 -78.25,39.15,-78.1,39.15 -78.1,5436,187.1,Temperate,Unmanaged,Deciduous Forest,Deciduous,11.8,940,IRGA,,Aggrading,1093,39.25 -78.25,11.8,-0.171388889,1185.033333,138.1466666,39.15
4126,Temperate,187.1,20,0,73,Forest,2005.5,1.5,39.25,-78.25,39.25 -78.25,39.15,-78.1,39.15 -78.1,5436,187.1,Temperate,Unmanaged,Deciduous Forest,Deciduous,11.8,940,IRGA,,Aggrading,1093,39.25 -78.25,9.966666667,-2.004722222,856.6,-190.2866666,39.15
4127,Temperate,187.1,20,0,73,Forest,2004.5,3,39.25,-78.25,39.25 -78.25,39.15,-78.1,39.15 -78.1,5436,187.1,Temperate,Unmanaged,Deciduous Forest,Deciduous,11.8,940,IRGA,,Aggrading,1096,39.25 -78.25,11.8,-0.171388889,1185.033333,138.1466666,39.15
4128,Temperate,187.1,20,0,73,Forest,2004.5,3,39.25,-78.25,39.25 -78.25,39.15,-78.1,39.15 -78.1,5436,187.1,Temperate,Unmanaged,Deciduous Forest,Deciduous,11.8,940,IRGA,,Aggrading,1096,39.25 -78.25,11.8,-0.171388889,1185.033333,138.1466666,39.15
4129,Temperate,187.1,143,0,73,Forest,2004.5,3,39.25,-78.25,39.25 -78.25,39.15,-78.1,39.15 -78.1,5436,187.1,Temperate,Natural,Deciduous Forest,Deciduous,11.8,940,IRGA,,Mature,1087,39.25 -78.25,11.8,-0.171388889,1185.033333,138.1466666,39.15
4130,Temperate,187.1,143,0,73,Forest,2005.5,1.5,39.25,-78.25,39.25 -78.25,39.15,-78.1,39.15 -78.1,5436,187.1,Temperate,Natural,Deciduous Forest,Deciduous,11.8,940,IRGA,,Mature,1087,39.25 -78.25,9.966666667,-2.004722222,856.6,-190.2866666,39.15
4150,Temperate,136,143,0,106,Shrubland,2002,1,40.75,8.25,40.75 8.25,40.61666667,8.166666667,40.61666667 8.166666667,5308,40,Temperate,Unmanaged,Shrubland,Deciduous,16.8,640,IRGA,,Aggrading,1173,40.75 8.25,15.83333333,0.075277778,426.6,-88.34,40.61666667
4153,Temperate,136,143,0,106,Shrubland,2003,1,40.75,8.25,40.75 8.25,40.61666667,8.166666667,40.61666667 8.166666667,5308,40,Temperate,Unmanaged,Shrubland,Deciduous,16.8,640,IRGA,,Aggrading,1173,40.75 8.25,16.125,0.366944444,328.7,-186.24,40.61666667
4156,Temperate,136,10,0,106,Shrubland,2004,1,40.75,8.25,40.75 8.25,40.61666667,8.166666667,40.61666667 8.166666667,5308,40,Temperate,Unmanaged,Shrubland,Deciduous,16.8,640,IRGA,,Aggrading,1009,40.75 8.25,16.35,0.591944444,586.6,71.66,40.61666667
4159,Temperate,767,89,0,152,Forest,2003,1,42.25,128.25,42.25 128.25,42.4025,128.0958333,42.4025 128.0958333,5303,738,Temperate,Natural,Deciduous Forest,Deciduous,3.6,700,Gas Chromatography,,Mature,593,42.25 128.25,1.975,-0.283333333,636.2,-96.83,42.4025
4160,Temperate,112,89,0,111,Forest,2005,1,37.75,127.25,37.75 127.25,37.75,127.167,37.75 127.167,5467,112,Temperate,Unmanaged,Evergreen Forest,Evergreen,11.5,1505,IRGA,,Mature,909,37.75 127.25,9.183333333,-0.398055556,1389.2,-24.49,37.75
4161,Temperate,112,89,0,111,Forest,2005,1,37.75,127.25,37.75 127.25,37.75,127.167,37.75 127.167,5467,112,Temperate,Natural,Evergreen Forest,Evergreen,11.5,1505,IRGA,,Mature,807,37.75 127.25,9.183333333,-0.398055556,1389.2,-24.49,37.75
4162,Temperate,112,89,0,111,Forest,2006,1,37.75,127.25,37.75 127.25,37.75,127.167,37.75 127.167,5467,112,Temperate,Unmanaged,Evergreen Forest,Evergreen,11.5,1505,IRGA,,Mature,837,37.75 127.25,8.966666667,-0.614722222,1565.3,151.61,37.75
4163,Temperate,112,89,0,111,Forest,2006,1,37.75,127.25,37.75 127.25,37.75,127.167,37.75 127.167,5467,112,Temperate,Natural,Evergreen Forest,Evergreen,11.5,1505,IRGA,,Mature,728,37.75 127.25,8.966666667,-0.614722222,1565.3,151.61,37.75
4165,Boreal,393,89,0,99,Grassland,2002,1,51.75,71.25,51.75 71.25,51.61666667,71.08333333,51.61666667 71.08333333,5323,367,Boreal,Unmanaged,Grassland,Deciduous,1.6,324,IRGA,,Aggrading,428,51.75 71.25,3.708333333,1.350555556,447.1,129.3066667,51.61666667
4167,Boreal,393,20,0,99,Grassland,2002,1,51.75,71.25,51.75 71.25,51.61666667,71.08333333,51.61666667 71.08333333,5323,367,Boreal,Natural,Grassland,Deciduous,1.6,324,IRGA,,Mature,551,51.75 71.25,3.708333333,1.350555556,447.1,129.3066667,51.61666667
4168,Boreal,1627,20,0,120,Forest,2006.5,1.5,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,5401,1400,Boreal,Managed,Evergreen Forest,Evergreen,-1.4,450.1,IRGA,,Mature,453,42.75 117.25,-0.877777778,-3.180555556,285,-135.98,42.5
4169,Boreal,1627,20,0,120,Forest,2006.5,1.5,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,5401,1400,Boreal,Managed,Deciduous Forest,Deciduous,-1.4,450.1,IRGA,,Mature,436,42.75 117.25,-0.877777778,-3.180555556,285,-135.98,42.5
4170,Boreal,1627,20,0,120,Forest,2006.5,1.5,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,5401,1400,Boreal,Natural,Deciduous Forest,Deciduous,-1.4,450.1,IRGA,,Mature,576,42.75 117.25,-0.877777778,-3.180555556,285,-135.98,42.5
4171,Boreal,1627,20,0,120,Shrubland,2006.5,1.5,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,5401,1400,Boreal,Natural,Shrubland,Deciduous,-1.4,450.1,IRGA,,Mature,621,42.75 117.25,-0.877777778,-3.180555556,285,-135.98,42.5
4172,Boreal,1627,20,0,120,Shrubland,2006.5,1.5,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,5401,1400,Boreal,Natural,Shrubland,Deciduous,-1.4,450.1,IRGA,,Mature,653,42.75 117.25,-0.877777778,-3.180555556,285,-135.98,42.5
4173,Boreal,1627,32,0,120,Grassland,2006.5,1.5,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,5401,1400,Boreal,Natural,Grassland,Deciduous,-1.4,450.1,IRGA,,Mature,495,42.75 117.25,-0.877777778,-3.180555556,285,-135.98,42.5
4174,Boreal,1627,32,0,120,Grassland,2006.5,1.5,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,5401,1400,Boreal,Natural,Grassland,Deciduous,-1.4,450.1,IRGA,,Mature,785,42.75 117.25,-0.877777778,-3.180555556,285,-135.98,42.5
4204,Temperate,141.6,9,0,179,Forest,2003,1,42.75,-72.25,42.75 -72.25,42.9,-72.28333333,42.9 -72.28333333,5519,141.6,Temperate,Natural,Deciduous Forest,Deciduous,6.066666667,1030.4,IRGA,,Mature,880,42.75 -72.25,6.066666667,-1.142777778,1030.4,-132.6366667,42.9
4205,Temperate,141.6,9,0,179,Forest,2004,1,42.75,-72.25,42.75 -72.25,42.9,-72.28333333,42.9 -72.28333333,5519,141.6,Temperate,Natural,Deciduous Forest,Deciduous,6.85,1147.4,IRGA,,Mature,845,42.75 -72.25,6.85,-0.359444444,1147.4,-15.63666667,42.9
4206,Temperate,141.6,10,0,179,Forest,2005,1,42.75,-72.25,42.75 -72.25,42.9,-72.28333333,42.9 -72.28333333,5519,141.6,Temperate,Natural,Deciduous Forest,Deciduous,6.691666667,1331,IRGA,,Mature,907,42.75 -72.25,6.691666667,-0.517777778,1331,167.9633333,42.9
4207,Temperate,141.6,10,0,179,Forest,2006,1,42.75,-72.25,42.75 -72.25,42.9,-72.28333333,42.9 -72.28333333,5519,141.6,Temperate,Natural,Deciduous Forest,Deciduous,7.8,1360.3,IRGA,,Mature,745,42.75 -72.25,7.8,0.590555556,1360.3,197.2633333,42.9
4208,Temperate,141.6,17,0,179,Forest,2007,1,42.75,-72.25,42.75 -72.25,42.9,-72.28333333,42.9 -72.28333333,5519,141.6,Temperate,Natural,Deciduous Forest,Deciduous,7.391666667,1127.6,IRGA,,Mature,716,42.75 -72.25,7.391666667,0.182222222,1127.6,-35.43666667,42.9
4209,Temperate,141.6,17,0,179,Forest,2003,1,42.75,-72.25,42.75 -72.25,42.9,-72.28333333,42.9 -72.28333333,5519,141.6,Temperate,Natural,Deciduous Forest,Deciduous,6.066666667,1030.4,IRGA,,Mature,752,42.75 -72.25,6.066666667,-1.142777778,1030.4,-132.6366667,42.9
4210,Temperate,141.6,17,0,179,Forest,2004,1,42.75,-72.25,42.75 -72.25,42.9,-72.28333333,42.9 -72.28333333,5519,141.6,Temperate,Natural,Deciduous Forest,Deciduous,6.85,1147.4,IRGA,,Mature,642,42.75 -72.25,6.85,-0.359444444,1147.4,-15.63666667,42.9
4211,Temperate,141.6,17,0,179,Forest,2005,1,42.75,-72.25,42.75 -72.25,42.9,-72.28333333,42.9 -72.28333333,5519,141.6,Temperate,Natural,Deciduous Forest,Deciduous,6.691666667,1331,IRGA,,Mature,669,42.75 -72.25,6.691666667,-0.517777778,1331,167.9633333,42.9
4212,Temperate,141.6,17,0,179,Forest,2006,1,42.75,-72.25,42.75 -72.25,42.9,-72.28333333,42.9 -72.28333333,5519,141.6,Temperate,Natural,Deciduous Forest,Deciduous,7.8,1360.3,IRGA,,Mature,581,42.75 -72.25,7.8,0.590555556,1360.3,197.2633333,42.9
4213,Temperate,141.6,17,0,179,Forest,2007,1,42.75,-72.25,42.75 -72.25,42.9,-72.28333333,42.9 -72.28333333,5519,141.6,Temperate,Natural,Deciduous Forest,Deciduous,7.391666667,1127.6,IRGA,,Mature,489,42.75 -72.25,7.391666667,0.182222222,1127.6,-35.43666667,42.9
4229,Temperate,420,17,0,122,Forest,2002.5,1,37.75,127.25,37.75 127.25,37.73333333,127.15,37.73333333 127.15,5385,330,Temperate,Natural,Deciduous Forest,Deciduous,9.391666667,1277.7,IRGA,,Mature,1258,37.75 127.25,9.391666667,-0.189722222,1277.7,-135.99,37.73333333
4230,Temperate,282,17,0,115,Forest,2002.5,1,37.75,127.25,37.75 127.25,37.75,127.15,37.75 127.15,5385,340,Temperate,Natural,Evergreen Forest,Evergreen,9.391666667,1277.7,IRGA,,Mature,971,37.75 127.25,9.391666667,-0.189722222,1277.7,-135.99,37.75
4231,Temperate,282,53,0,115,Forest,2002.5,1,37.75,127.25,37.75 127.25,37.75,127.15,37.75 127.15,5385,320,Temperate,Natural,Mixed Forest,Mixed,9.391666667,1277.7,IRGA,,Mature,1060,37.75 127.25,9.391666667,-0.189722222,1277.7,-135.99,37.75
4234,Temperate,688.2,9,0,165,Forest,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Managed,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,783,47.25 8.25,11.45555556,2.747777778,1312.6,223.1233333,47.47833333
4235,Temperate,688.2,9,0,165,Forest,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Managed,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,901,47.25 8.25,11.45555556,2.747777778,1312.6,223.1233333,47.47833333
4236,Temperate,688.2,20,0,165,Forest,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Managed,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,752,47.25 8.25,11.45555556,2.747777778,1312.6,223.1233333,47.47833333
4237,Temperate,688.2,20,0,165,Forest,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Managed,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,1128,47.25 8.25,11.45555556,2.747777778,1312.6,223.1233333,47.47833333
4238,Temperate,688.2,20,0,165,Forest,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Managed,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,1075,47.25 8.25,11.45555556,2.747777778,1312.6,223.1233333,47.47833333
4239,Temperate,688.2,20,0,165,Forest,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Managed,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,847,47.25 8.25,11.45555556,2.747777778,1312.6,223.1233333,47.47833333
4240,Temperate,688.2,20,0,165,Forest,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Managed,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,1137,47.25 8.25,11.45555556,2.747777778,1312.6,223.1233333,47.47833333
4241,Temperate,688.2,20,0,165,Forest,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Managed,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,922,47.25 8.25,11.45555556,2.747777778,1312.6,223.1233333,47.47833333
4242,Temperate,688.2,20,0,165,Forest,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Managed,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,701,47.25 8.25,11.45555556,2.747777778,1312.6,223.1233333,47.47833333
4243,Temperate,688.2,20,0,165,Forest,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Managed,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,778,47.25 8.25,11.45555556,2.747777778,1312.6,223.1233333,47.47833333
4256,Temperate,437.1,28,0,100,Forest,2007,1,45.75,-90.75,45.75 -90.75,45.623475,-90.78547778,45.623475 -90.78547778,5646,437.1,Temperate,Natural,Deciduous Forest,Deciduous,5.725,624.5,IRGA,,Mature,913,45.75 -90.75,5.725,0.589722222,624.5,-181.8666667,45.623475
4257,Temperate,437.1,28,0,100,Forest,2007,1,45.75,-90.75,45.75 -90.75,45.623475,-90.78547778,45.623475 -90.78547778,5646,437.1,Temperate,Natural,Deciduous Forest,Deciduous,5.725,624.5,IRGA,,Mature,1094,45.75 -90.75,5.725,0.589722222,624.5,-181.8666667,45.623475
4258,Temperate,437.1,28,0,100,Forest,2007,1,45.75,-90.75,45.75 -90.75,45.623475,-90.78547778,45.623475 -90.78547778,5646,437.1,Temperate,Natural,Deciduous Forest,Deciduous,5.725,624.5,IRGA,,Mature,1109,45.75 -90.75,5.725,0.589722222,624.5,-181.8666667,45.623475
4259,Temperate,437.1,28,0,100,Forest,2008,1,45.75,-90.75,45.75 -90.75,45.623475,-90.78547778,45.623475 -90.78547778,5646,437.1,Temperate,Natural,Deciduous Forest,Deciduous,4.466666667,875.5,IRGA,,Mature,1027,45.75 -90.75,4.466666667,-0.668611111,875.5,69.13333333,45.623475
4260,Temperate,437.1,28,0,100,Forest,2008,1,45.75,-90.75,45.75 -90.75,45.623475,-90.78547778,45.623475 -90.78547778,5646,437.1,Temperate,Natural,Deciduous Forest,Deciduous,4.466666667,875.5,IRGA,,Mature,959,45.75 -90.75,4.466666667,-0.668611111,875.5,69.13333333,45.623475
4261,Temperate,437.1,28,0,100,Forest,2008,1,45.75,-90.75,45.75 -90.75,45.623475,-90.78547778,45.623475 -90.78547778,5646,437.1,Temperate,Natural,Deciduous Forest,Deciduous,4.466666667,875.5,IRGA,,Mature,1004,45.75 -90.75,4.466666667,-0.668611111,875.5,69.13333333,45.623475
4266,Temperate,439,28,0,132,Forest,2000,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Natural,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,914,51.25 10.25,8.658333333,1.280277778,747.3,35.18333333,51.07944444
4267,Temperate,439,28,0,132,Forest,2001,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Natural,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,850,51.25 10.25,7.8,0.421944444,661.2,-50.91666667,51.07944444
4268,Temperate,439,28,0,132,Forest,2002,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Natural,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,889,51.25 10.25,8.341666667,0.963611111,795.6,83.48333333,51.07944444
4269,Temperate,439,28,0,132,Forest,2003,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Natural,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,716,51.25 10.25,7.625,0.246944444,755.5,43.38333334,51.07944444
4270,Temperate,439,28,0,132,Forest,2004,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Natural,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,846,51.25 10.25,7.766666667,0.388611111,613.9,-98.21666666,51.07944444
4271,Temperate,439,28,0,132,Forest,2005,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Natural,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,980,51.25 10.25,7.133333333,-0.244722222,730.9,18.78333334,51.07944444
4272,Temperate,439,28,0,132,Forest,2006,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Natural,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,869,51.25 10.25,6.4,-0.978055556,639.2,-72.91666667,51.07944444
4273,Temperate,439,28,0,132,Forest,2007,1,51.25,10.25,51.25 10.25,51.07944444,10.45222222,51.07944444 10.45222222,5688,440,Temperate,Natural,Deciduous Forest,Deciduous,7.75,775,IRGA,Exclusion,Mature,951,51.25 10.25,9.291666667,1.913611111,755.1,42.98333333,51.07944444
4278,Temperate,535,31,0,49,Forest,2006.5,2,38.25,-1.75,38.25 -1.75,38.1,-1.8,38.1 -1.8,5666,640,Temperate,Natural,Evergreen Forest,Evergreen,15.5,370,IRGA,,Mature,766,38.25 -1.75,17.37916667,0.205833333,351,-9.650000004,38.1
4279,Temperate,535,31,0,49,Forest,2006.5,2,38.25,-1.75,38.25 -1.75,38.1,-1.8,38.1 -1.8,5666,640,Temperate,Unmanaged,Evergreen Forest,Evergreen,15.5,370,IRGA,,Aggrading,648,38.25 -1.75,17.37916667,0.205833333,351,-9.650000004,38.1
4280,Temperate,535,28,0,49,Forest,2006.5,2,38.25,-1.75,38.25 -1.75,38.1,-1.8,38.1 -1.8,5666,640,Temperate,Managed,Deciduous Forest,Deciduous,15.5,370,IRGA,,Mature,427,38.25 -1.75,17.37916667,0.205833333,351,-9.650000004,38.1
4281,Temperate,234,24,0,39,Shrubland,2001.5,2,-23.75,148.25,-23.75 148.25,23.83,148.15,-23.83 148.15,5670,234,Temperate,Unmanaged,Shrubland,Deciduous,22.89583333,600,IRGA,,Mature,263,-23.75 148.25,22.89583333,0.129444444,520.65,-51.61,-23.83
